Test_Id,Test_Category,Scenario,User_Input,Target_Intent,Input_Format,Execution_Mode,Expected_Signal_JSON,Expected_Signal_Status,Expected_Signal_Warnings,Expected_Context_JSON,Expected_Context_Status,Expected_Action_Items_JSON,Expected_Action_Count,Expected_Decisions_JSON,Expected_Decision_Count,Expected_Conflict_Status,Expected_Escalation_Risk,Expected_Escalation_Probability,Expected_Owner,Expected_Deadline,Expected_Suggested_Response,Expected_Confidence,Expected_Workflow_Status,Expected_Human_Review,Expected_Autonomous_Action,Expected_Error_Stage,Expected_Error_Class,Applicable_Metric_IDs,Priority,Notes,Label_Quality_Check
SMI-GD-011,Happy Path,Confirmed decision stored,"{""event_type"":""message"",""message_id"":""MSG-011"",""channel"":""#engineering"",""thread_id"":null,""timestamp"":""2026-09-10T16:20:00+05:30"",""sender"":""Sneha"",""text"":""Decision: use design pattern A instead of B for the retry service. Participants: Sneha, Ravi, and Priya. Reason: pattern B makes recovery state harder to audit."",""synced_history"":[],""mocked_context"":{},""user_profile"":{""name"":""Sneha"",""aliases"":[""Sneha"",""@sneha""],""owned_items"":[],""expertise"":[]},""batch_metadata"":null}","Store a confirmed decision with alternatives, participants, date, and rationale.",Slack event JSON,Nebius /v1/chat/completions,"{""primary_type"":""FYI"",""secondary_types"":[""DECISION""],""priority"":""MEDIUM"",""owner"":""Sneha"",""action_required"":false,""deadline"":null,""incident_id"":null,""work_item_ids"":[],""silent_mention"":false,""confidence"":0.99}",SUCCESS,,"{""briefing"":""The team chose pattern A over pattern B because pattern B makes recovery state harder to audit."",""key_facts"":[""Selected: pattern A"",""Rejected: pattern B"",""Reason: auditability of recovery state""],""open_questions"":[],""related_message_ids"":[],""suggested_response"":"""",""confidence"":0.98}",ENRICHED,[],0,"[{""decision"":""Use design pattern A for the retry service"",""alternatives_considered"":[""Design pattern B""],""participants"":[""Sneha"",""Ravi"",""Priya""],""date"":""2026-09-10"",""reason"":""Pattern B makes recovery state harder to audit"",""source_message_ids"":[""MSG-011""],""supersedes_decision_id"":null}]",1,NONE,LOW,0.03,Sneha,,,0.99,COMPLETED,No,STORE_DECISION,,,EVAL-001|EVAL-002|EVAL-003|EVAL-004|EVAL-005|EVAL-006|EVAL-007,P1,,OK
SMI-GD-012,Happy Path,Silent mention by name,"{""event_type"":""message"",""message_id"":""MSG-012"",""channel"":""#engineering"",""thread_id"":null,""timestamp"":""2026-09-11T09:00:00+05:30"",""sender"":""Aarav"",""text"":""Maybe Sneha knows why ToolUsageReporter failed after the latest merge."",""synced_history"":[],""mocked_context"":{},""user_profile"":{""name"":""Sneha"",""aliases"":[""Sneha"",""@sneha""],""owned_items"":[],""expertise"":[""ToolUsageReporter""]},""batch_metadata"":null}",Detect a relevant untagged mention and notify Sneha.,Slack event JSON,Nebius /v1/chat/completions,"{""primary_type"":""QUESTION"",""secondary_types"":[],""priority"":""MEDIUM"",""owner"":""Sneha"",""action_required"":true,""deadline"":null,""incident_id"":null,""work_item_ids"":[],""silent_mention"":true,""confidence"":0.97}",SUCCESS,,"{""briefing"":""Sneha is mentioned without an @tag as a likely expert on the ToolUsageReporter failure."",""key_facts"":[],""open_questions"":[""Why did ToolUsageReporter fail after the latest merge?""],""related_message_ids"":[],""suggested_response"":""I’ll check the ToolUsageReporter failure introduced after the latest merge."",""confidence"":0.92}",ENRICHED,"[{""task"":""Investigate the ToolUsageReporter failure after the latest merge"",""owner"":""Sneha"",""deadline"":null,""source_message_id"":""MSG-012"",""status"":""OPEN""}]",1,[],0,NONE,MEDIUM,0.25,Sneha,,I’ll check the ToolUsageReporter failure introduced after the latest merge.,0.97,COMPLETED,No,SEND_SILENT_MENTION_ALERT,,,EVAL-001|EVAL-002|EVAL-003|EVAL-004|EVAL-005|EVAL-006|EVAL-007,P1,,OK
SMI-GD-013,Happy Path,Silent relevance through owned work item,"{""event_type"":""message"",""message_id"":""MSG-013"",""channel"":""#engineering"",""thread_id"":null,""timestamp"":""2026-09-11T09:00:00+05:30"",""sender"":""Aarav"",""text"":""Task 71204 is blocked because the schema migration has not run."",""synced_history"":[],""mocked_context"":{},""user_profile"":{""name"":""Sneha"",""aliases"":[""Sneha"",""@sneha""],""owned_items"":[""71204""],""expertise"":[]},""batch_metadata"":null}",Notify the user when an owned work item is discussed without a direct mention.,Slack event JSON,Nebius /v1/chat/completions,"{""primary_type"":""ACTION_REQUIRED"",""secondary_types"":[],""priority"":""HIGH"",""owner"":""Sneha"",""action_required"":true,""deadline"":null,""incident_id"":null,""work_item_ids"":[""71204""],""silent_mention"":true,""confidence"":0.96}",SUCCESS,,"{""briefing"":""Sneha-owned task 71204 is blocked because its schema migration has not run."",""key_facts"":[""Task 71204 is blocked"",""Schema migration is pending""],""open_questions"":[],""related_message_ids"":[],""suggested_response"":""I own task 71204. I’ll verify the schema migration and post the unblock plan."",""confidence"":0.93}",ENRICHED,"[{""task"":""Run or unblock the schema migration for task 71204"",""owner"":""Sneha"",""deadline"":null,""source_message_id"":""MSG-013"",""status"":""OPEN""}]",1,[],0,NONE,HIGH,0.65,Sneha,,I own task 71204. I’ll verify the schema migration and post the unblock plan.,0.96,COMPLETED,No,SEND_OWNED_ITEM_ALERT,,,EVAL-001|EVAL-002|EVAL-003|EVAL-004|EVAL-005|EVAL-006|EVAL-007,P0,,OK
SMI-GD-014,Happy Path,Silent relevance through expertise,"{""event_type"":""message"",""message_id"":""MSG-014"",""channel"":""#engineering"",""thread_id"":null,""timestamp"":""2026-09-11T09:00:00+05:30"",""sender"":""Aarav"",""text"":""Who understands the report parity checks and can review this failure?"",""synced_history"":[],""mocked_context"":{""expertise_evidence"":[{""person"":""Sneha"",""evidence"":""Authored parity validator and reviewed PRs 9001 and 9055""}]},""user_profile"":{""name"":""Sneha"",""aliases"":[""Sneha"",""@sneha""],""owned_items"":[],""expertise"":[""report parity checks""]},""batch_metadata"":null}",Use evidence to identify Sneha as a likely expert without fabricating certainty.,Slack event JSON,Nebius /v1/chat/completions,"{""primary_type"":""QUESTION"",""secondary_types"":[],""priority"":""MEDIUM"",""owner"":""Sneha"",""action_required"":true,""deadline"":null,""incident_id"":null,""work_item_ids"":[],""silent_mention"":true,""confidence"":0.91}",SUCCESS,,"{""briefing"":""Sneha is the strongest evidenced expert for report parity checks because she authored the validator and reviewed related PRs."",""key_facts"":[""Sneha authored the parity validator"",""Sneha reviewed PRs 9001 and 9055""],""open_questions"":[],""related_message_ids"":[],""suggested_response"":""Sneha appears to be the best match based on prior parity-validator work and related PR reviews."",""confidence"":0.91}",ENRICHED,[],0,[],0,NONE,LOW,0.08,Sneha,,Sneha appears to be the best match based on prior parity-validator work and related PR reviews.,0.91,COMPLETED,No,SUGGEST_EXPERT,,,EVAL-001|EVAL-002|EVAL-003|EVAL-004|EVAL-005|EVAL-006|EVAL-007,P1,,OK
SMI-GD-015,Happy Path,Incident enriched from multiple systems,"{""event_type"":""message"",""message_id"":""MSG-015"",""channel"":""#inc-reporting"",""thread_id"":null,""timestamp"":""2026-09-11T09:00:00+05:30"",""sender"":""Aarav"",""text"":""INC-7550: report generation failed again in build 2240."",""synced_history"":[],""mocked_context"":{""ado"":[{""id"":""BUG-881"",""status"":""In progress"",""title"":""Report generation intermittently fails""}],""builds"":[{""id"":""2240"",""status"":""Failed"",""failing_step"":""GenerateReport""}],""incidents"":[{""id"":""INC-7550"",""status"":""Open""}],""prs"":[{""id"":""PR-9200"",""title"":""Retry report generation"",""status"":""Open""}]},""user_profile"":{""name"":""Sneha"",""aliases"":[""Sneha"",""@sneha""],""owned_items"":[],""expertise"":[]},""batch_metadata"":null}","Combine mocked ADO, build, incident, and PR evidence into a grounded incident briefing.",Slack event JSON,Nebius /v1/chat/completions,"{""primary_type"":""INCIDENT"",""secondary_types"":[],""priority"":""CRITICAL"",""owner"":""Reporting On-call"",""action_required"":true,""deadline"":null,""incident_id"":""INC-7550"",""work_item_ids"":[],""silent_mention"":false,""confidence"":0.99}",SUCCESS,,"{""briefing"":""Open incident INC-7550 recurred in build 2240 at GenerateReport. BUG-881 and PR-9200 appear related."",""key_facts"":[""Build 2240 failed at GenerateReport"",""BUG-881 is in progress"",""PR-9200 is open""],""open_questions"":[""Does PR-9200 address the failure in build 2240?""],""related_message_ids"":[],""suggested_response"":""INC-7550 recurred in build 2240 at GenerateReport. Reporting on-call is checking BUG-881 and PR-9200."",""confidence"":0.96}",ENRICHED,"[{""task"":""Investigate INC-7550 using build 2240, BUG-881, and PR-9200"",""owner"":""Reporting On-call"",""deadline"":null,""source_message_id"":""MSG-015"",""status"":""OPEN""}]",1,[],0,NONE,CRITICAL,0.92,Reporting On-call,,INC-7550 recurred in build 2240 at GenerateReport. Reporting on-call is checking BUG-881 and PR-9200.,0.99,COMPLETED,No,PAGE_ON_CALL,,,EVAL-001|EVAL-002|EVAL-003|EVAL-004|EVAL-005|EVAL-006|EVAL-007,P0,,OK
SMI-GD-016,Happy Path,Incident timeline generated from thread,"{""event_type"":""message"",""message_id"":""MSG-016"",""channel"":""#inc-payments"",""thread_id"":""THR-INC-7601"",""timestamp"":""2026-09-11T09:00:00+05:30"",""sender"":""Aarav"",""text"":""Service recovered. Please capture the incident timeline."",""synced_history"":[{""message_id"":""MSG-016A"",""timestamp"":""2026-09-11T07:45:00+05:30"",""sender"":""Monitoring Bot"",""text"":""INC-7601 opened: payment latency above 5 seconds.""},{""message_id"":""MSG-016B"",""timestamp"":""2026-09-11T08:05:00+05:30"",""sender"":""Ravi"",""text"":""Rolled back release 4.8.2.""},{""message_id"":""MSG-016C"",""timestamp"":""2026-09-11T08:15:00+05:30"",""sender"":""Monitoring Bot"",""text"":""Latency returned below 500 ms.""}],""mocked_context"":{},""user_profile"":{""name"":""Sneha"",""aliases"":[""Sneha"",""@sneha""],""owned_items"":[],""expertise"":[]},""batch_metadata"":null}","Produce a chronological, evidence-backed incident timeline.",Slack event JSON,Nebius /v1/chat/completions,"{""primary_type"":""ACTION_REQUIRED"",""secondary_types"":[],""priority"":""MEDIUM"",""owner"":""Incident Commander"",""action_required"":true,""deadline"":null,""incident_id"":""INC-7601"",""work_item_ids"":[],""silent_mention"":false,""confidence"":0.96}",SUCCESS,,"{""briefing"":""INC-7601 was detected at 07:45, release 4.8.2 was rolled back at 08:05, and latency recovered by 08:15."",""key_facts"":[""07:45 incident opened"",""08:05 release 4.8.2 rolled back"",""08:15 latency below 500 ms""],""open_questions"":[],""related_message_ids"":[""MSG-016A"",""MSG-016B"",""MSG-016C""],""suggested_response"":"""",""confidence"":0.98}",ENRICHED,"[{""task"":""Document the INC-7601 incident timeline"",""owner"":""Incident Commander"",""deadline"":null,""source_message_id"":""MSG-016"",""status"":""OPEN""}]",1,[],0,NONE,LOW,0.07,Incident Commander,,,0.96,COMPLETED,No,CREATE_INCIDENT_TIMELINE,,,EVAL-001|EVAL-002|EVAL-003|EVAL-004|EVAL-005|EVAL-006|EVAL-007,P1,,OK
SMI-GD-017,Happy Path,Unresolved question tracked,"{""event_type"":""message"",""message_id"":""MSG-017"",""channel"":""#engineering"",""thread_id"":""THR-BACKFILL"",""timestamp"":""2026-09-11T09:00:00+05:30"",""sender"":""Aarav"",""text"":""Has the data backfill completed, and did we validate the missing 12 records?"",""synced_history"":[{""message_id"":""MSG-017A"",""sender"":""Priya"",""text"":""Backfill started at 6 PM.""}],""mocked_context"":{},""user_profile"":{""name"":""Sneha"",""aliases"":[""Sneha"",""@sneha""],""owned_items"":[],""expertise"":[]},""batch_metadata"":null}",Track unanswered questions instead of inferring completion.,Slack event JSON,Nebius /v1/chat/completions,"{""primary_type"":""QUESTION"",""secondary_types"":[],""priority"":""HIGH"",""owner"":null,""action_required"":true,""deadline"":null,""incident_id"":null,""work_item_ids"":[],""silent_mention"":false,""confidence"":0.98}",SUCCESS,,"{""briefing"":""The backfill started at 6 PM, but completion and validation of the 12 missing records are not confirmed."",""key_facts"":[""Backfill started at 6 PM""],""open_questions"":[""Has the backfill completed?"",""Were the 12 missing records validated?""],""related_message_ids"":[""MSG-017A""],""suggested_response"":""The thread confirms the backfill started, but not that it completed or that all 12 records were validated."",""confidence"":0.97}",ENRICHED,[],0,[],0,NONE,MEDIUM,0.35,,,"The thread confirms the backfill started, but not that it completed or that all 12 records were validated.",0.98,COMPLETED,No,TRACK_OPEN_QUESTIONS,,,EVAL-001|EVAL-002|EVAL-003|EVAL-004|EVAL-005|EVAL-006|EVAL-007,P1,,OK
SMI-GD-018,Happy Path,Expert discovery from prior evidence,"{""event_type"":""message"",""message_id"":""MSG-018"",""channel"":""#engineering"",""thread_id"":null,""timestamp"":""2026-09-11T09:00:00+05:30"",""sender"":""Aarav"",""text"":""Who can help with the report deployment pipeline?"",""synced_history"":[],""mocked_context"":{""expertise_evidence"":[{""person"":""Ravi"",""evidence"":""Authored deployment runbook and reviewed PR-9010""},{""person"":""Sneha"",""evidence"":""Resolved INC-7011 involving the report pipeline""}]},""user_profile"":{""name"":""Sneha"",""aliases"":[""Sneha"",""@sneha""],""owned_items"":[],""expertise"":[]},""batch_metadata"":null}",Return ranked experts with evidence rather than an unsupported name.,Slack event JSON,Nebius /v1/chat/completions,"{""primary_type"":""QUESTION"",""secondary_types"":[],""priority"":""MEDIUM"",""owner"":null,""action_required"":true,""deadline"":null,""incident_id"":null,""work_item_ids"":[],""silent_mention"":false,""confidence"":0.96}",SUCCESS,,"{""briefing"":""Ravi is the strongest match for the report deployment pipeline, with Sneha as a second option."",""key_facts"":[""Ravi authored the deployment runbook and reviewed PR-9010"",""Sneha resolved related incident INC-7011""],""open_questions"":[],""related_message_ids"":[],""suggested_response"":""Ravi is the best first contact based on the deployment runbook and PR-9010; Sneha also has incident experience with this pipeline."",""confidence"":0.94}",ENRICHED,[],0,[],0,NONE,LOW,0.04,,,Ravi is the best first contact based on the deployment runbook and PR-9010; Sneha also has incident experience with this pipeline.,0.96,COMPLETED,No,SUGGEST_EXPERTS,,,EVAL-001|EVAL-002|EVAL-003|EVAL-004|EVAL-005|EVAL-006|EVAL-007,P1,,OK
SMI-GD-019,Happy Path,Approval request in direct message,"{""event_type"":""message"",""message_id"":""MSG-019"",""channel"":""DM:Sneha"",""thread_id"":null,""timestamp"":""2026-09-11T09:00:00+05:30"",""sender"":""Priya"",""text"":""Can you approve the customer-facing status update before I send it?"",""synced_history"":[],""mocked_context"":{},""user_profile"":{""name"":""Sneha"",""aliases"":[""Sneha"",""@sneha""],""owned_items"":[],""expertise"":[]},""batch_metadata"":null}",Recognize a DM approval request and preserve the human decision boundary.,Slack event JSON,Nebius /v1/chat/completions,"{""primary_type"":""APPROVAL_REQUEST"",""secondary_types"":[],""priority"":""HIGH"",""owner"":""Sneha"",""action_required"":true,""deadline"":null,""incident_id"":null,""work_item_ids"":[],""silent_mention"":false,""confidence"":0.98}",SUCCESS,,"{""briefing"":""Priya requests Sneha’s approval before sending a customer-facing status update."",""key_facts"":[],""open_questions"":[],""related_message_ids"":[],""suggested_response"":""Please share the final draft here; I’ll review it before it is sent."",""confidence"":0.96}",ENRICHED,"[{""task"":""Review the customer-facing status update"",""owner"":""Sneha"",""deadline"":null,""source_message_id"":""MSG-019"",""status"":""OPEN""}]",1,[],0,NONE,MEDIUM,0.25,Sneha,,Please share the final draft here; I’ll review it before it is sent.,0.98,HUMAN_REVIEW,Yes,REQUEST_HUMAN_APPROVAL,,,EVAL-001|EVAL-002|EVAL-003|EVAL-004|EVAL-005|EVAL-006|EVAL-007,P0,,OK
SMI-GD-020,Happy Path,Needle-in-the-haystack daily digest,"{""event_type"":""channel_digest"",""message_id"":""MSG-020"",""channel"":""#engineering"",""thread_id"":null,""timestamp"":""2026-09-11T09:00:00+05:30"",""sender"":""Aarav"",""text"":""Daily channel scan complete."",""synced_history"":[],""mocked_context"":{},""user_profile"":{""name"":""Sneha"",""aliases"":[""Sneha"",""@sneha""],""owned_items"":[],""expertise"":[]},""batch_metadata"":{""message_count"":500,""material_messages"":[{""id"":""D-101"",""type"":""ACTION_REQUIRED"",""text"":""Sneha to validate the report by Friday.""},{""id"":""D-102"",""type"":""ACTION_REQUIRED"",""text"":""Ravi to update the runbook.""},{""id"":""D-103"",""type"":""DECISION"",""text"":""Use rollout option A.""},{""id"":""D-104"",""type"":""RISK"",""text"":""Customer review may slip if validation fails.""}],""fyi_count"":496}}",Filter aggressively and produce counts for only material messages.,Slack event JSON,Nebius /v1/chat/completions,"{""primary_type"":""ACTION_REQUIRED"",""secondary_types"":[""DECISION_NEEDED"",""FYI""],""priority"":""MEDIUM"",""owner"":null,""action_required"":true,""deadline"":null,""incident_id"":null,""work_item_ids"":[],""silent_mention"":false,""confidence"":0.99}",SUCCESS,,"{""briefing"":""Of 500 messages, four are material: two actions, one decision, and one risk; 496 FYI messages are hidden."",""key_facts"":[""Action items: 2"",""Decisions: 1"",""Risks: 1"",""FYI messages hidden: 496""],""open_questions"":[],""related_message_ids"":[""D-101"",""D-102"",""D-103"",""D-104""],""suggested_response"":"""",""confidence"":0.99}",ENRICHED,"[{""task"":""Validate the report"",""owner"":""Sneha"",""deadline"":""2026-09-11"",""source_message_id"":""D-101"",""status"":""OPEN""},{""task"":""Update the runbook"",""owner"":""Ravi"",""deadline"":null,""source_message_id"":""D-102"",""status"":""OPEN""}]",2,"[{""decision"":""Use rollout option A"",""alternatives_considered"":[],""participants"":[],""date"":""2026-09-11"",""reason"":""Not stated"",""source_message_ids"":[""D-103""],""supersedes_decision_id"":null}]",1,NONE,MEDIUM,0.35,Multiple,,,0.99,COMPLETED,No,PUBLISH_PRIORITY_DIGEST,,,EVAL-001|EVAL-002|EVAL-003|EVAL-004|EVAL-005|EVAL-006|EVAL-007,P1,,OK
SMI-GD-021,Edge Case,Action with ambiguous owner,"{""event_type"":""message"",""message_id"":""MSG-021"",""channel"":""#engineering"",""thread_id"":null,""timestamp"":""2026-09-11T09:00:00+05:30"",""sender"":""Aarav"",""text"":""Someone should validate the report before Friday."",""synced_history"":[],""mocked_context"":{},""user_profile"":{""name"":""Sneha"",""aliases"":[""Sneha"",""@sneha""],""owned_items"":[],""expertise"":[]},""batch_metadata"":null}",Extract the task but request clarification instead of inventing an owner.,Slack event JSON,Nebius /v1/chat/completions,"{""primary_type"":""ACTION_REQUIRED"",""secondary_types"":[],""priority"":""HIGH"",""owner"":null,""action_required"":true,""deadline"":""2026-09-11"",""incident_id"":null,""work_item_ids"":[],""silent_mention"":false,""confidence"":0.82}",SUCCESS,,"{""briefing"":""Report validation is required before Friday, but no owner is assigned."",""key_facts"":[],""open_questions"":[""Who owns report validation?""],""related_message_ids"":[],""suggested_response"":""Who should own report validation before Friday?"",""confidence"":0.82}",ENRICHED,"[{""task"":""Validate the report"",""owner"":null,""deadline"":""2026-09-11"",""source_message_id"":""MSG-021"",""status"":""OPEN""}]",1,[],0,NONE,MEDIUM,0.4,,11-09-2026,Who should own report validation before Friday?,0.82,HUMAN_REVIEW,Yes,REQUEST_OWNER_CLARIFICATION,,,EVAL-001|EVAL-002|EVAL-003|EVAL-004|EVAL-005|EVAL-006|EVAL-007,P1,,OK
SMI-GD-022,Edge Case,Timezone-aware EOD deadline,"{""event_type"":""message"",""message_id"":""MSG-022"",""channel"":""#engineering"",""thread_id"":null,""timestamp"":""2026-09-11T17:10:00+05:30"",""sender"":""Aarav"",""text"":""@Sneha please send the incident summary by EOD today."",""synced_history"":[],""mocked_context"":{},""user_profile"":{""name"":""Sneha"",""aliases"":[""Sneha"",""@sneha""],""owned_items"":[],""expertise"":[]},""batch_metadata"":null}",Normalize EOD using the message timezone and date.,Slack event JSON,Nebius /v1/chat/completions,"{""primary_type"":""ACTION_REQUIRED"",""secondary_types"":[],""priority"":""HIGH"",""owner"":""Sneha"",""action_required"":true,""deadline"":""2026-09-11T23:59:59+05:30"",""incident_id"":null,""work_item_ids"":[],""silent_mention"":false,""confidence"":0.97}",SUCCESS,,"{""briefing"":""Sneha must send the incident summary by end of day on 11 September 2026 IST."",""key_facts"":[],""open_questions"":[],""related_message_ids"":[],""suggested_response"":""I’ll send the incident summary by end of day today."",""confidence"":0.95}",ENRICHED,"[{""task"":""Send the incident summary"",""owner"":""Sneha"",""deadline"":""2026-09-11T23:59:59+05:30"",""source_message_id"":""MSG-022"",""status"":""OPEN""}]",1,[],0,NONE,MEDIUM,0.45,Sneha,2026-09-11T23:59:59+05:30,I’ll send the incident summary by end of day today.,0.97,COMPLETED,No,CREATE_TASK_AND_ALERT,,,EVAL-001|EVAL-002|EVAL-003|EVAL-004|EVAL-005|EVAL-006|EVAL-007,P1,,OK
SMI-GD-023,Edge Case,Distinguish meeting date from task deadline,"{""event_type"":""message"",""message_id"":""MSG-023"",""channel"":""#engineering"",""thread_id"":null,""timestamp"":""2026-09-09T10:00:00+05:30"",""sender"":""Aarav"",""text"":""The review is on Monday. @Sneha, circulate the test plan by Friday so everyone can prepare."",""synced_history"":[],""mocked_context"":{},""user_profile"":{""name"":""Sneha"",""aliases"":[""Sneha"",""@sneha""],""owned_items"":[],""expertise"":[]},""batch_metadata"":null}",Assign Friday to the task deadline while preserving Monday as meeting context.,Slack event JSON,Nebius /v1/chat/completions,"{""primary_type"":""ACTION_REQUIRED"",""secondary_types"":[],""priority"":""HIGH"",""owner"":""Sneha"",""action_required"":true,""deadline"":""2026-09-11"",""incident_id"":null,""work_item_ids"":[],""silent_mention"":false,""confidence"":0.98}",SUCCESS,,"{""briefing"":""Sneha must circulate the test plan by Friday ahead of the Monday review."",""key_facts"":[""Review date: 2026-09-14"",""Task deadline: 2026-09-11""],""open_questions"":[],""related_message_ids"":[],""suggested_response"":""I’ll circulate the test plan by Friday for Monday’s review."",""confidence"":0.96}",ENRICHED,"[{""task"":""Circulate the test plan"",""owner"":""Sneha"",""deadline"":""2026-09-11"",""source_message_id"":""MSG-023"",""status"":""OPEN""}]",1,[],0,NONE,LOW,0.1,Sneha,11-09-2026,I’ll circulate the test plan by Friday for Monday’s review.,0.98,COMPLETED,No,CREATE_TASK,,,EVAL-001|EVAL-002|EVAL-003|EVAL-004|EVAL-005|EVAL-006|EVAL-007,P1,,OK
SMI-GD-024,Edge Case,Quoted historical action is not new,"{""event_type"":""message"",""message_id"":""MSG-024"",""channel"":""#engineering"",""thread_id"":null,""timestamp"":""2026-09-11T09:00:00+05:30"",""sender"":""Aarav"",""text"":""> Sneha: send the report by Friday\nThat was last week's request and is already complete."",""synced_history"":[],""mocked_context"":{},""user_profile"":{""name"":""Sneha"",""aliases"":[""Sneha"",""@sneha""],""owned_items"":[],""expertise"":[]},""batch_metadata"":null}","Avoid creating a new task from quoted, explicitly completed history.",Slack event JSON,Nebius /v1/chat/completions,"{""primary_type"":""FYI"",""secondary_types"":[],""priority"":""LOW"",""owner"":null,""action_required"":false,""deadline"":null,""incident_id"":null,""work_item_ids"":[],""silent_mention"":false,""confidence"":0.97}",SUCCESS,,"{""briefing"":""The quoted report request was from last week and is already complete."",""key_facts"":[""Historical request is complete""],""open_questions"":[],""related_message_ids"":[],""suggested_response"":"""",""confidence"":0.96}",ENRICHED,[],0,[],0,NONE,LOW,0.01,,,,0.97,COMPLETED,No,ARCHIVE_FYI,,,EVAL-001|EVAL-002|EVAL-003|EVAL-004|EVAL-005|EVAL-006|EVAL-007,P1,,OK
SMI-GD-025,Edge Case,Casual urgency without incident evidence,"{""event_type"":""message"",""message_id"":""MSG-025"",""channel"":""#engineering"",""thread_id"":null,""timestamp"":""2026-09-11T09:00:00+05:30"",""sender"":""Aarav"",""text"":""This dashboard is killing me 😅 — can we tidy the colors sometime next sprint?"",""synced_history"":[],""mocked_context"":{},""user_profile"":{""name"":""Sneha"",""aliases"":[""Sneha"",""@sneha""],""owned_items"":[],""expertise"":[]},""batch_metadata"":null}",Interpret colloquial language safely and avoid a false incident or escalation.,Slack event JSON,Nebius /v1/chat/completions,"{""primary_type"":""ACTION_REQUIRED"",""secondary_types"":[],""priority"":""LOW"",""owner"":null,""action_required"":true,""deadline"":""Next sprint"",""incident_id"":null,""work_item_ids"":[],""silent_mention"":false,""confidence"":0.9}",SUCCESS,,"{""briefing"":""A low-priority dashboard color cleanup is requested for next sprint; there is no incident evidence."",""key_facts"":[],""open_questions"":[],""related_message_ids"":[],""suggested_response"":""I’ll add dashboard color cleanup to the next-sprint backlog."",""confidence"":0.9}",ENRICHED,"[{""task"":""Tidy the dashboard colors"",""owner"":null,""deadline"":""Next sprint"",""source_message_id"":""MSG-025"",""status"":""OPEN""}]",1,[],0,NONE,LOW,0.02,,Next sprint,I’ll add dashboard color cleanup to the next-sprint backlog.,0.9,COMPLETED,No,CREATE_BACKLOG_DRAFT,,,EVAL-001|EVAL-002|EVAL-003|EVAL-004|EVAL-005|EVAL-006|EVAL-007,P1,,OK
SMI-GD-026,Edge Case,Resolved incident thread,"{""event_type"":""message"",""message_id"":""MSG-026"",""channel"":""#inc-search"",""thread_id"":""THR-INC-7700"",""timestamp"":""2026-09-11T09:00:00+05:30"",""sender"":""Aarav"",""text"":""Confirmed: service is stable and all alerts have cleared. Closing INC-7700."",""synced_history"":[{""message_id"":""MSG-026A"",""sender"":""Monitoring Bot"",""text"":""INC-7700: search latency elevated.""}],""mocked_context"":{},""user_profile"":{""name"":""Sneha"",""aliases"":[""Sneha"",""@sneha""],""owned_items"":[],""expertise"":[]},""batch_metadata"":null}",Recognize resolution and avoid continuing to escalate a closed incident.,Slack event JSON,Nebius /v1/chat/completions,"{""primary_type"":""INCIDENT"",""secondary_types"":[""RESOLVED""],""priority"":""LOW"",""owner"":null,""action_required"":false,""deadline"":null,""incident_id"":""INC-7700"",""work_item_ids"":[],""silent_mention"":false,""confidence"":0.99}",SUCCESS,,"{""briefing"":""INC-7700 is resolved: the service is stable and alerts have cleared."",""key_facts"":[""Service stable"",""Alerts cleared"",""Incident closing""],""open_questions"":[],""related_message_ids"":[""MSG-026A""],""suggested_response"":"""",""confidence"":0.98}",ENRICHED,[],0,[],0,NONE,LOW,0.02,,,,0.99,COMPLETED,No,MARK_INCIDENT_RESOLVED,,,EVAL-001|EVAL-002|EVAL-003|EVAL-004|EVAL-005|EVAL-006|EVAL-007,P1,,OK
